X13A1 X13A2 X13A3 IC39A1 IC39A2 IC39A3 genenames
2072 1862 2244 1119 1253 1235 POLR2K
117 112 126 225 223 172 SPAG1
2837 2329 2583 1533 1643 1759 RNF19A
2683 2212 2609 1134 1307 1203 ANKRD46
37894 32329 36159 17538 20145 22704 PABPC1
31 35 41 52 69 90 NA
54116 46820 54477 38608 41353 42063 YWHAZ
235 167 175 114 118 142 ZNNT1
4881 4118 4682 2063 2387 2426 ZNF706
6 2 1 37 48 46 GRHL2-DT
23 26 17 53 100 109 GRHL2
9578 8078 8944 5849 6323 6764 NCALD
52 43 39 44 44 58 NA
39 53 26 41 48 53 NA
2384 1968 2475 520 560 507 RRM2B
137 101 128 31 58 53 NA
16610 13555 15130 10362 11029 12131 UBR5
80 81 92 49 59 74 NA
130 66 85 25 28 36 LOC101927245
2598 1925 1927 622 674 686 KLF10
10916 9458 10757 6758 7059 7224 AZIN1
86 99 70 69 61 58 NA
772 579 618 393 490 505 NA
90 54 63 72 74 87 NA
2102 1839 2151 1545 1619 1865 ATP6V1C1
36 26 34 65 67 91 NA
1775 1707 1860 2932 3534 3875 BAALC
422 432 426 732 989 984 LOC105369147
1807 1601 1756 948 1067 1035 FZD6
63 43 72 66 66 71 NA
238 264 274 274 271 283 CTHRC1
61 48 49 12 28 25 SLC25A32
3812 3352 4307 2369 2541 2572 DCAF13
48 37 42 50 44 68 NA
30 20 31 34 30 41 NA
61 45 33 54 51 44 NA
143 124 132 122 145 118 NA
2162 1878 2122 1908 2146 2324 RIMS2
33 42 27 32 42 59 NA
7 9 9 32 39 46 NA
2459 2045 2424 1884 2171 2064 LRP12
28 18 9 38 36 51 NA
652 581 601 1884 1990 2321 ZFPM2
9 6 9 44 42 58 NA
31 18 36 226 209 290 NA
11 12 18 64 90 92 NA
15 24 27 90 71 102 NA
3768 2934 3568 1954 2168 2190 OXR1
980 938 1113 499 493 510 ANGPT1
93 119 91 88 110 82 RSPO2
31026 25571 30963 9395 10024 10755 EIF3E
225 219 231 213 228 248 NA
2313 2021 2477 908 905 1031 EMC2
291 278 262 747 825 848 TMEM74
2673 2392 2840 1560 1683 1877 NUDCD1
52 51 58 55 68 64 NA
3532 3380 4002 2829 3130 3121 ENY2
80 79 82 84 84 99 PKHD1L1
1098 947 1123 729 799 897 EBAG9
1609 1398 1505 1376 1557 1719 SYBU
302 233 302 490 538 562 CSMD3
4629 3452 3976 4514 4702 5306 TRPS1
17 25 24 41 56 81 TRPS1-AS1
12521 10245 11977 4803 5508 5864 EIF3H
740 643 846 656 704 757 UTP23
20750 17952 21385 13847 14098 14560 RAD21
65 55 58 46 32 53 NA
20 30 35 21 39 50 AARD
824 744 775 328 379 401 MED30
3903 3372 3650 2946 3658 3803 EXT1
17 26 30 44 56 42 NA
458 387 410 457 444 502 SAMD12
167 175 193 77 84 82 TNFRSF11B
66 66 74 230 287 276 MAL2
22 28 18 196 247 256 CCN3
11641 9829 11070 948 907 1061 ENPP2
4565 3748 4381 2927 3113 3255 TAF2
101 102 106 53 66 62 LOC105375728
827 823 911 747 768 770 DSCC1
114 97 111 78 102 120 NA
151 117 130 29 33 26 DEPTOR
752 763 872 780 833 961 COL14A1
1569 1511 1686 785 938 871 MRPL13
1498 1244 1552 915 912 1110 MTBP
127 99 147 117 157 128 SNTB1
477 589 666 101 172 131 HAS2
1556 1282 1339 937 1125 1316 ZHX2
85 72 62 49 62 46 NA
73 64 94 85 97 106 NA
2452 2086 2224 1828 2069 2137 DERL1
2692 2062 2503 1286 1409 1431 TBC1D31
193 154 176 160 180 152 C8orf76
52 38 48 39 43 37 NA
2106 1762 2171 1901 2063 2160 ZHX1
7546 6365 7546 5214 5689 5919 ATAD2
28 29 15 43 40 54 NA
1484 1120 1397 713 760 772 NTAQ1
209 156 173 121 99 101 FBXO32
2762 2510 2852 1824 1960 1873 FAM91A1
30 33 57 46 42 41 FER1L6
3429 2907 3158 1886 2263 2325 TMEM65
910 695 950 446 550 542 TRMT12
487 415 455 248 332 307 RNF139-DT
2010 1673 1961 1264 1438 1474 RNF139
1501 1326 1532 789 897 825 TATDN1
216 182 196 194 186 212 NA
75 39 54 61 49 51 NA
2511 2177 2550 1444 1835 1909 NDUFB9
1392 1122 1276 1936 1963 2282 MTSS1
1 1 0 127 171 154 ZNF572
12919 11428 13562 9160 10330 10632 SQLE
2136 1831 2153 1638 1714 1815 WASHC5
1150 1003 1293 682 704 708 NSMCE2
1154 1038 1122 754 826 921 TRIB1
439 418 567 921 1064 971 LRATD2
170 160 193 106 139 130 MYC
1796 1560 1811 913 1086 1100 PVT1
119 100 113 67 65 63 LINC02912
58 55 49 24 33 33 NA
5333 4613 5315 3149 3483 3502 CYRIB
55 46 59 56 65 71 NA
22 36 24 38 37 39 NA
46 27 19 38 63 46 NA
4616 3870 4472 3806 4267 4579 ASAP1
59 45 47 48 42 61 ASAP1-IT2
101 84 91 100 134 128 LOC124902027
96 79 78 87 119 125 LOC124902026
32 48 45 19 30 40 NA
39 30 38 51 66 65 ADCY8
2466 2178 2553 1413 1488 1513 EFR3A
165 130 159 553 594 644 KCNQ3
512 480 527 580 601 585 DNAAF11
4834 4224 4805 4725 4761 4778 PHF20L1
31 38 47 48 59 62 NA
320 188 225 147 191 174 NDRG1
604 524 590 610 669 675 ST3GAL1
139 95 130 24 42 24 NA
420 313 349 385 473 547 ZFAT
1968 1738 1909 929 1050 1080 NA
40 48 61 79 63 80 NA
935 832 909 962 1100 1203 KHDRBS3
39 48 37 74 54 70 LINC02055
59 40 50 208 256 299 FAM135B
684 525 504 386 507 524 COL22A1
13 23 25 41 43 49 KCNK9
1517 1231 1360 1240 1562 1662 TRAPPC9
43 35 19 81 98 104 PEG13
213 168 180 200 282 294 NA
1037 924 973 867 1063 1094 CHRAC1
8912 7883 8844 9391 10681 11570 AGO2
35 22 41 79 91 85 NA
69 55 53 76 98 118 NA
37 37 26 48 57 66 NA
15258 11941 13793 8774 9556 10017 PTK2
86 57 79 51 88 61 NA
424 318 327 289 315 355 DENND3
749 625 759 571 713 795 SLC45A4
757 662 680 392 523 589 PTP4A3
715 535 593 425 546 585 TSNARE1
417 379 389 505 680 754 ADGRB1
85 51 82 49 85 106 ARC
3340 2732 3101 2588 3176 3262 JRK
279 286 324 176 224 258 THEM6
68 53 52 18 28 23 LOC124902033
200 180 164 80 100 118 LYNX1
947 771 844 182 312 325 LY6E
46 54 50 89 103 99 LY6S-AS1
44 47 35 76 55 78 LY6S
195 129 131 78 124 115 LY6H
515 433 510 356 455 565 ZFP41
407 342 388 289 408 442 GLI4
346 286 379 124 144 116 MINCR
821 680 824 662 797 833 ZNF696
603 542 624 211 289 352 TOP1MT
141 152 157 78 134 145 RHPN1-AS1
1345 1068 1139 563 810 950 RHPN1
74 60 63 33 34 35 MAFA-AS1
1074 971 1119 801 1031 1231 ZC3H3
53 62 67 36 50 84 MROH6
99 48 69 52 73 74 NAPRT
2624 2185 2569 2051 2718 2995 EEF1D
669 593 618 490 588 696 TIGD5
443 412 448 315 435 422 PYCR3
850 788 907 532 773 746 GFUS
133 117 103 75 87 87 NA
2559 2206 2459 2189 2456 2664 ZNF623
363 347 372 288 310 374 ZNF707
75 61 78 34 36 42 NA
479 393 397 296 384 450 MAPK15
605 583 732 419 556 696 FAM83H
45 38 57 76 80 99 IQANK1
4011 3516 3829 3083 4003 4704 SCRIB
4530 3706 4283 3091 4007 4429 PUF60
236 259 267 192 233 244 NA
848 675 756 434 636 722 NRBP2
103 117 110 71 119 138 EPPK1
6845 5958 6267 4086 5916 7191 PLEC
128 105 134 131 124 151 PARP10
2201 2106 2099 1716 2338 2716 GRINA
310 260 296 71 99 137 OPLAH
98 64 80 40 64 55 NA
77 59 68 43 42 61 EXOSC4
48 36 56 26 46 38 NA
585 479 579 362 558 677 GPAA1
2106 1784 2029 1085 1438 1605 CYC1
873 801 767 425 668 837 SHARPIN
2326 1926 2169 1168 1534 1825 MAF1
94 76 91 83 108 135 WDR97
453 447 587 426 559 659 HGH1
98 61 80 78 110 127 TSSK5P
297 267 275 360 513 575 MROH1
861 888 958 715 984 1175 BOP1
2027 1777 1993 1110 1492 1748 HSF1
626 550 577 388 570 648 DGAT1
106 80 90 696 918 1201 SCRT1
344 327 364 257 401 424 SLC52A2
228 190 206 141 211 254 FBXL6
219 202 185 102 133 140 ADCK5
5065 4297 4663 3060 4120 4585 CPSF1
2636 2158 2465 1575 2161 2345 VPS28
25 35 42 43 25 42 NA
1499 1308 1442 1054 1392 1618 TONSL
1005 856 954 712 937 925 ZFTRAF1
177 180 178 272 384 450 KIFC2
327 322 353 339 530 613 PPP1R16A
97 71 119 87 81 101 GPT
339 279 347 152 261 289 MFSD3
1263 1123 1320 855 1182 1389 RECQL4
892 785 900 679 900 1052 LRRC14
727 575 703 591 790 848 C8orf82
873 687 882 890 1142 1331 ARHGAP39
91 91 98 92 97 126 NA
138 122 144 96 109 102 NA
1648 1364 1695 1024 1250 1305 ZNF251
55 48 68 51 62 63 NA
391 356 385 304 328 358 ZNF34
50341 41388 47232 15881 22755 24145 RPL8
63 35 60 5 11 15 NA
696 613 702 484 604 704 ZNF517
1228 1106 1160 1041 1155 1213 ZNF7
396 363 443 323 444 467 COMMD5
144 148 179 216 211 276 NA
1894 1431 1624 1443 1636 1852 ZNF250
779 655 722 512 592 591 ZNF16
869 743 836 909 838 999 ZNF252P
73 67 100 36 44 42 ZNF252P-AS1
2596 2423 2681 2021 2309 2427 C8orf33
94 99 84 52 80 100 WASHC1
46 44 39 31 45 46 NA
678 538 630 421 457 454 ZNG1A
1417 1193 1350 890 916 1075 KANK1
1365 1265 1405 1821 2064 2233 SMARCA2
45 31 31 45 49 59 NA
99 100 99 358 341 364 VLDLR-AS1
1443 1252 1397 1816 2114 2215 VLDLR
27 34 29 39 51 63 KCNV2
1491 1419 1684 1109 1151 1287 PUM3
120 126 139 48 51 59 NA
12069 9634 11234 9879 10590 11023 RFX3
160 117 142 186 258 287 NA
2198 1756 1907 1328 1492 1683 NA
558 609 592 1742 1973 2209 GLIS3
16 22 22 45 50 82 NA
120 75 94 67 71 85 SLC1A1
53 41 64 64 81 94 SPATA6L
632 504 546 364 389 370 PLPP6
106 115 122 53 59 62 CDC37L1-DT
1384 1085 1356 677 813 849 CDC37L1
4134 3664 4270 2238 2506 2326 AK3
729 729 700 353 468 454 RCL1
1064 799 976 657 718 708 JAK2
1030 909 1112 467 632 610 PLGRKT
45 50 51 21 16 17 CD274
118 115 118 71 96 82 LOC124902114
37 22 37 31 42 17 PDCD1LG2
3646 3045 3381 1441 1748 1817 RIC1
1849 1446 1568 746 886 902 ERMP1
2479 2148 2354 2297 2541 2815 BRD10
58 61 57 92 104 108 MLANA
5103 4057 4840 2579 2619 2665 RANBP6
6 2 6 102 129 99 IL33
5304 4546 4986 3878 3955 3977 UHRF2
50 55 51 56 65 48 NA
6011 5034 5552 3393 3760 4094 GLDC
112 72 97 74 99 118 NA
54 54 51 71 60 73 NA
31 29 28 36 39 25 RPL23AP57
513 378 430 328 372 373 LINC02851
35 25 41 34 40 39 RPS3AP54
82 65 58 43 59 45 NA
1187 885 991 592 704 735 KDM4C
2479 2198 2435 991 1334 1176 DMAC1
14941 11932 13765 17934 19373 21101 PTPRD
28 25 22 42 41 63 NA
25 37 37 37 60 77 RPL18AP11
336 310 365 370 405 401 PTPRD-AS1
219 143 182 54 124 125 NA
4 10 3 36 53 27 LURAP1L-AS1
78 58 72 140 211 182 LURAP1L
13523 11449 12816 10078 10858 11851 MPDZ
175 136 172 123 167 174 NA
653 544 629 5839 6301 6839 NFIB
14 7 12 134 155 179 NA
13 10 6 71 84 96 NFIB-AS1
3035 2686 3076 2896 3152 3059 ZDHHC21
1477 1514 1714 4445 4836 5277 FREM1
19 17 23 64 84 92 NA
23 25 40 94 120 118 NA
177 138 143 90 111 108 LOC105375980
46 43 58 11 22 24 LOC389705
753 583 619 305 342 325 TTC39B
4151 3329 3951 3260 3523 3634 SNAPC3
18174 15757 18875 10539 11349 12042 PSIP1
1402 1227 1341 861 888 987 CCDC171
208 207 218 103 129 117 BNC2
2237 1893 2334 2044 2154 2481 CNTLN
52 55 62 198 260 277 SH3GL2
112 98 92 365 392 450 ADAMTSL1
23 17 11 23 37 40 SAXO1
2012 1699 1973 1372 1562 1695 RRAGA
6506 5665 6593 3255 3473 3553 HAUS6
1703 1382 1632 1642 1749 1856 PLIN2
4504 3553 4014 2949 3306 3335 DENND4C
63 57 56 46 44 64 NA
98 85 107 74 77 96 NA
65901 57612 68147 22133 24195 25007 RPS6
433 307 318 260 309 297 ACER2
198 175 217 206 166 189 NA
111 88 100 84 64 89 SLC24A2
2087 1742 1927 3231 3602 3717 MLLT3
7 10 20 28 39 45 RPL7AP48
8714 7367 8069 5933 6498 6969 FOCAD
59 49 40 36 43 38 FOCAD-AS1
776 708 736 639 711 784 HACD4
6655 5410 6317 4390 4660 4754 KLHL9
296 277 302 15 7 11 MIR31HG
3940 3319 3676 2245 2561 2544 MTAP
90 71 94 61 74 91 TUBB8P1
487 370 419 291 354 369 NA
101 125 94 111 152 164 NA
4 8 4 243 279 292 CDKN2A
5 14 8 225 219 261 CDKN2B-AS1
63 88 80 146 157 152 CDKN2B
493 401 438 2779 3018 2891 DMRTA1
35 18 31 198 236 208 LINC01239
10 10 5 74 70 95 NA
8 9 4 46 32 53 NA
148 114 122 294 388 404 LOC101929563
46 31 24 58 88 91 NOP56P2
2906 2449 2890 4534 4990 5187 ELAVL2
290 213 266 358 373 431 LOC105375992
74 42 52 44 78 88 NA
402 315 345 107 136 171 TUSC1
995 855 995 789 744 719 CAAP1
56 36 33 26 35 43 H3P31
3542 3057 3393 2200 2361 2607 PLAA
2090 1745 2074 1125 1161 1277 IFT74
153 105 142 106 120 106 LRRC19
165 163 171 544 599 631 TEK
102 79 84 97 94 104 REXO6P
2417 2055 2259 3744 3759 4059 MOB3B
25 16 17 56 82 73 NA
19 19 17 46 49 62 NA
117 72 106 199 215 200 NA
96 59 72 88 111 89 IFNK
677 503 555 297 377 412 NA
4662 3496 4152 2237 2396 2350 C9orf72
134 105 146 302 359 412 LINGO2
137 84 102 120 136 132 NA
118 90 105 4 8 6 NA
3990 3238 3590 1852 2132 2244 ACO1
125 104 118 72 103 94 RIGI
3192 2743 3000 1601 1717 1811 TOPORS
179 162 161 106 111 158 SMIM27
1229 1232 1341 767 930 821 NDUFB6
2744 2275 2610 1252 1419 1535 APTX
176 98 143 72 88 89 NA
9161 8671 10329 12345 13873 14472 DNAJA1
4988 4345 4918 3667 4063 4278 SMU1
1025 804 937 422 501 554 B4GALT1
1423 1280 1385 1354 1547 1683 BAG1
2437 2173 2450 1447 1648 1754 CHMP5
2329 2033 2252 1767 2057 2158 NFX1
1000 912 1071 932 1230 1289 NOL6
425 351 433 37 55 58 ANKRD18B
53 43 63 7 6 8 NA
60 58 51 6 3 7 CYP4F26P
34 24 29 33 68 50 PTENP1
208 170 156 143 170 172 PTENP1-AS
62 55 55 36 37 46 TRBV26OR9-2
650 475 526 378 469 471 NA
88 75 84 43 75 84 NA
176 147 176 191 241 206 UBE2R2-AS1
14 22 16 33 34 39 PRSS3
7570 6662 7298 5177 5950 6306 UBE2R2
21 35 25 38 41 44 NA
3773 3245 3562 2818 3327 3601 UBAP2
31 30 38 16 53 43 NA
3738 3289 3652 2193 2625 2589 DCAF12
1668 1367 1656 1539 1818 1921 UBAP1
38 29 23 45 51 46 NA
32 20 14 45 60 29 RPS8P9
1091 967 1031 1276 1557 1550 KIF24
815 686 828 471 562 562 NUDT2
256 194 197 700 821 924 MYORG
21 28 27 48 43 33 SPMIP6
2672 1982 2302 1890 2358 2604 FAM219A
379 281 349 384 432 472 DNAI1
173 157 155 116 198 220 ENHO
4914 4085 4329 2752 3877 4462 CNTFR
811 664 703 526 573 600 CNTFR-AS1
500 470 482 231 297 289 RPP25L
1965 1756 1903 1458 1993 2013 DCTN3
1536 1480 1602 935 1375 1493 SIGMAR1
124 91 124 56 71 81 GALT
107 69 94 43 67 60 NA
93 68 89 83 67 75 IL11RA
528 439 468 177 240 224 NA
92 82 84 38 48 58 LOC124902146
59 47 67 53 41 58 PHF24
63 51 60 28 42 40 DNAJB5-DT
2674 2097 2350 1572 1955 2044 DNAJB5
34 33 40 66 83 102 NA
80 60 70 120 128 139 NA
71 65 52 57 66 78 SPATA31G1
21 17 22 31 50 30 RN7SL338P
14382 12582 14066 9585 11150 11482 VCP
1671 1528 1601 1021 1366 1445 FANCG
1102 963 1064 889 1041 1107 PIGO
4268 3824 4298 1755 2240 2361 STOML2
1730 1327 1429 1135 1506 1488 ATOSB
7213 5510 6337 3690 4145 4591 UNC13B
1400 1111 1157 1311 1747 1918 RUSC2
57 54 76 38 31 27 NA
839 784 852 618 917 1042 TESK1
99 54 75 40 45 50 CD72
368341 299961 301751 86110 188666 139946 RMRP
80 77 71 30 65 94 CCDC107
824 665 776 348 462 423 ARHGEF39
4713 4474 5018 1988 2499 2666 TPM2
5788 5527 5922 3536 4464 4940 TLN1
66 65 72 60 76 72 NA
235 179 214 205 256 192 NA
1138 1058 1109 891 1161 1199 CREB3
2549 2185 2393 2470 2927 3250 GBA2
2087 1758 1880 1723 2049 2209 RGP1
219 178 168 147 148 142 NA
1112 892 971 829 1055 1131 NPR2
98 64 100 82 79 92 SPAG8
42 40 51 21 28 38 HINT2
2938 2318 2433 1775 2353 2665 TMEM8B
58 31 46 26 24 46 FAM221B
44 44 58 41 37 51 NA
1022 930 992 652 732 788 RECK
683 635 709 501 585 586 GLIPR2
3816 3301 3938 2612 3008 3090 CLTA
1979 1650 1806 1294 1527 1525 GNE
52 52 54 30 30 31 NA
6942 5839 6585 5350 5994 6105 RNF38
3549 3046 3464 2959 3054 3214 MELK
62 34 51 44 61 45 NA
1343 1346 1498 2767 3281 3745 PAX5
3657 3158 3430 2305 2523 2660 EBLN3P
72 61 93 91 79 81 NA
29 37 42 33 45 39 LOC105376034
2135 1713 2171 1759 1801 1983 ZCCHC7
4526 3658 3903 1729 2302 2479 GRHPR
4022 3243 3555 2447 2684 2767 ZBTB5
1341 1177 1341 779 962 981 POLR1E
131 113 157 123 133 121 NA
598 506 583 390 444 459 FBXO10
326 245 283 238 290 339 TOMM5
721 581 619 621 755 719 TRMT10B
1542 1450 1540 1141 1388 1340 EXOSC3
193 130 148 158 199 184 NA
1702 1505 1566 1810 1916 2040 DCAF10
37 20 24 37 31 44 NA
46 34 41 71 77 60 NA
775 613 720 532 601 623 SLC25A51
496 363 432 320 366 384 NA
80 70 58 54 53 78 NA
105 101 106 227 284 322 SHB
19 33 21 28 47 47 NA
1559 1469 1618 1018 1124 1288 ALDH1B1
19245 16467 18209 14588 16419 17188 IGFBPL1
226 144 169 87 116 107 NA
127 103 118 29 24 20 ANKRD18A
434 366 455 653 698 754 CNTNAP3
57 50 40 30 18 21 ZNF658B
197 201 220 258 316 365 GLIDR
238 161 200 115 138 130 FGF7P3
47 33 40 39 47 44 FAM88D
116 108 84 55 60 50 LOC105372733
31 31 14 149 205 179 ANKRD20A2P
86 72 80 351 420 391 BMS1P14
29 51 57 126 141 136 NA
509 455 432 437 515 506 PGM5P2
1638 1417 1625 994 1182 1237 FRG1HP
100 101 97 95 69 81 LINC03025
135 122 139 121 80 101 ZNG1F
41 37 50 135 134 131 NA
144 86 128 58 76 67 LOC100132249
52 48 57 19 19 28 NA
146 166 149 47 59 78 LOC107984035
194 149 182 92 128 114 NA
116 109 100 73 98 85 NA
222 172 191 352 372 399 CNTNAP3B
58 49 54 51 47 52 FAM88E
34 43 29 26 39 39 NA
15 11 11 56 42 43 LOC102724904
19 20 21 42 38 42 NA
470 333 402 189 229 230 FAM27C
154 90 102 47 49 46 NA
44 44 49 43 29 54 NA
466 411 396 829 1054 1053 LOC124906869
275 220 247 325 377 359 PTGER4P2-CDK2AP2P2
195 154 166 176 206 220 FAM88B
66 64 78 413 508 535 NA
102 95 97 499 675 686 LOC100996643
34 46 35 84 116 115 NA
49 43 26 111 136 127 MIR4477B
7 7 16 33 28 40 NA
59 45 51 256 269 291 NA
25 7 20 93 108 106 NA
5 8 5 37 47 40 NA
562 518 528 354 397 429 ZNG1E
15 7 16 36 44 38 NA
81 61 81 58 67 66 NA
216 122 187 91 114 112 LOC105372733
416 396 480 497 537 598 ZNF658
119 123 77 79 138 107 NA
20 18 19 36 40 30 NA
209 182 177 102 131 113 FAM27B
64 54 57 35 47 57 NA
28 28 19 165 146 195 ANKRD20A1
180 156 138 100 137 110 ZNG1B
30 32 21 104 133 160 PGM5
39 21 29 31 46 57 LOC105376070
801 641 757 1391 1696 1719 PIP5K1B
1262 1087 1171 738 885 909 PABIR1
56 32 32 60 87 87 NA
26 24 20 61 59 87 NA
124 94 112 308 353 336 NA
85 64 65 45 58 45 NA
858 687 750 513 698 729 FXN
142 157 159 220 295 280 TJP2
19 20 15 80 83 103 ENTREP1
284 285 377 673 788 855 APBA1
14016 10800 12646 6551 6984 7200 PTAR1
59 37 60 38 53 45 NA
187 186 247 221 245 277 MAMDC2-AS1
152 106 138 87 79 91 MAMDC2
4814 4141 4972 3349 3732 3867 SMC5
42 57 51 47 55 48 NA
122 99 101 235 279 307 KLF9
59 68 61 155 170 202 KLF9-DT
1692 1593 1886 2965 3524 3648 TRPM3
25 27 31 44 62 74 RN7SL726P
15759 14794 16134 13685 14791 15588 CEMIP2
2307 2063 2321 1518 1754 1571 ABHD17B
614 471 611 383 491 510 C9orf85
47 49 77 8 8 7 GDA
236 203 218 116 115 132 LINC01504
10033 8582 10048 6589 7019 7341 ZFAND5
57 31 52 20 19 22 LOC101927234
48 46 44 11 18 17 TMC1
616 703 829 295 281 282 ANXA1
33 31 27 85 101 107 NA
362 267 360 1591 1786 1945 RORB
7 7 6 52 60 51 NA
1208 1041 1264 554 549 652 C9orf40
183 122 144 90 109 93 NA
1679 1431 1715 608 711 799 CARNMT1
46 57 72 43 51 42 NA
206 179 196 174 199 187 NMRK1
129 126 130 98 123 104 OSTF1
608 589 563 270 329 343 PCSK5
757 676 769 945 951 888 RFK
88 87 100 534 582 634 GCNT1
971 788 899 859 935 1014 PRUNE2
25 21 37 41 44 70 PCA3
7658 6297 7109 4349 4522 4718 VPS13A
8 22 10 72 93 94 GNA14
6771 5701 6555 5721 6194 6603 GNAQ
35 24 45 42 62 48 NA
42 44 36 43 53 44 NA
81 89 86 47 46 60 NA
5669 4976 5783 5286 5685 6099 CEP78
7178 6409 7100 4302 4901 4752 PSAT1
6646 6052 6680 8030 9267 9630 TLE4
90 52 52 136 142 137 NA
1535 1584 1578 2944 3449 3907 TLE1
14 16 7 55 48 65 RASEF
55 56 66 49 46 47 FRMD3-AS1
230 261 305 262 287 279 FRMD3
216 182 224 207 272 275 IDNK
11024 9079 10520 6937 7589 7937 UBQLN1
149 125 151 106 92 157 UBQLN1-AS1
1208 926 1113 714 699 746 GKAP1
124 84 102 65 96 101 LOC124900638
931 717 780 522 592 581 KIF27
113 76 108 53 57 68 NA
97 62 82 76 93 61 NA
26146 23333 27858 19569 21408 22116 HNRNPK
2319 2089 2307 1895 1808 1944 RMI1
8658 6996 7350 4011 4401 5023 NTRK2
7643 6330 7236 4373 4794 5107 AGTPBP1
95 94 98 39 39 54 NA
473 346 411 253 253 270 LOC389765
48 42 40 46 61 62 NA
4557 3632 4321 3060 3364 3789 NAA35
6269 5827 6569 6110 6679 7438 GOLM1
59 50 34 53 45 64 C9orf153
1035 949 1098 1115 1193 1227 ISCA1
2693 2265 2528 1953 2067 2298 TUT7
2985 2306 2572 1314 1696 1810 GAS1
107 74 87 20 33 24 GAS1RR
537 450 496 75 87 117 LINC02893
3592 3242 3507 3060 3326 3789 DAPK1
29 29 22 35 32 40 DAPK1-IT1
1650 1502 1695 519 638 637 CTSL
568 460 514 437 548 535 CDK20
156 137 156 165 188 203 LOC124902204
4436 4022 4630 6049 6720 7023 SPIN1
76 58 63 89 95 120 NA
55 46 44 97 102 138 NA
929 898 1085 864 970 1020 S1PR3
4697 3682 4325 5332 6287 6703 SHC3
576 420 471 223 293 276 NA
110 93 121 127 160 160 NA
1778 1454 1694 479 763 815 CKS2
128 119 116 41 55 35 MIR3153
217 199 225 86 108 104 NA
5706 4616 5338 4496 4911 5210 SECISBP2
1830 1604 1657 1583 1694 1892 SEMA4D
216 179 190 313 428 423 GADD45G
19 23 20 45 38 48 LINC01508
103 70 96 165 203 197 DIRAS2
1 7 7 52 57 76 SYK
13 24 29 33 36 51 NA
111 74 89 42 35 31 NA
1045 831 957 454 519 516 AUH
610 466 570 473 570 563 NFIL3
819 721 772 21 39 37 ROR2
3447 3028 3455 1925 2142 1997 SPTLC1
11629 10899 12654 7685 8617 8541 IARS1
2864 2598 2990 1885 2007 2215 NOL8
309 298 307 333 375 437 CENPP
169 161 166 114 138 151 OGN
63 57 73 74 109 113 OMD
107 85 87 79 101 122 ASPN
89 82 57 122 147 126 ECM2
23 22 25 33 44 36 NA
269 218 212 199 226 253 IPPK
91 73 88 98 104 130 LOC107987095
3407 2906 3301 2191 2639 2992 BICD2
94 65 64 94 116 89 ANKRD19P
134 116 126 136 129 181 LOC100419515
2177 1712 1913 1317 1476 1564 ZNF484
148 166 133 231 327 366 FGD3
51 37 35 21 40 38 LOC101927993
347 307 325 169 262 265 CARD19
586 512 601 206 283 302 NINJ1
1113 1019 1156 2300 2930 3519 WNK2
2508 2095 2383 1956 2141 2310 FAM120AOS
3059 2653 3065 2992 3328 3560 FAM120A
113 83 112 70 71 98 NA
2707 2296 2648 3342 3801 4247 PHF2
58 53 55 3 8 11 BARX1
1204 1035 1119 857 947 932 PTPDC1
36 24 31 48 54 54 NA
832 681 807 748 907 849 MIRLET7A1HG
78 76 71 95 108 110 LINC02603
553 459 514 299 348 370 ZNF169
2777 2476 2870 1705 1918 1981 MFSD14B
1128 853 940 493 481 566 PCAT7
58 49 62 51 26 48 FBP2
1033 797 897 857 985 980 AOPEP
33 21 27 30 55 38 NA
43 30 29 39 45 39 NA
73 56 61 76 94 108 NA
1117 950 1136 1327 1444 1536 FANCC
11 17 14 30 39 46 LOC643342
9677 8019 8534 2701 3192 3326 PTCH1
99 70 95 45 47 59 NA
61 73 67 23 25 28 NA
146 77 123 26 40 35 NA
614 518 532 394 466 465 ERCC6L2-AS1
4666 3847 4400 3728 4214 4386 ERCC6L2
84 61 53 20 30 30 LINC00092
217 186 229 78 61 77 EIF4BP3
207 160 169 90 119 97 SLC35D2
1413 1136 1321 917 1006 1136 ZNF367
40 27 29 32 45 44 NA
82 56 60 42 48 73 NA
1821 1391 1712 684 853 941 HABP4
1959 1414 1698 1375 1418 1488 CDC14B
48 36 41 80 70 74 NA
318 260 294 104 114 111 PRXL2C
170 132 143 87 122 141 NA
3100 2616 2999 2018 2091 2252 ZNF510
889 751 817 697 837 831 ZNF782
49 28 32 33 38 35 NA
3755 2854 3254 3656 4081 4072 MFSD14CP
43 39 52 43 77 63 NA
254 176 197 187 251 231 NUTM2G
52 27 38 31 45 56 NA
717 668 707 249 259 293 CTSV
457 373 373 248 280 277 NA
59 50 47 32 52 58 NA
250 185 202 201 198 247 SUGT1P4-STRA6LP
309 252 227 209 256 265 CCDC180
173 149 174 160 209 205 TDRD7
2085 1756 1883 1456 1509 1742 TSTD2
3996 3653 4187 3844 4208 4377 NCBP1
57 38 58 36 41 56 NA
1015 845 879 678 851 866 XPA
374 366 402 395 408 420 TRMO
10903 9450 10535 5360 6223 6700 ANP32B
50 68 73 73 68 89 NA
560 488 528 308 338 397 NANS
111 84 128 84 77 88 TRIM14
63 38 52 50 72 83 CORO2A
105 59 79 73 130 101 TBC1D2
20 13 20 175 161 199 GABBR2
1841 1679 1811 1278 1438 1598 ANKS6
